timestamp,location,lat,lon,current_speed,free_flow_speed,confidence,weather
11/7/2025 0:33:43,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 0:33:44,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 0:33:45,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 0:33:45,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 0:43:43,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 0:43:44,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 0:43:45,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 0:43:45,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 0:43:46,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 0:53:42,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 0:53:43,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 0:53:43,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 0:53:44,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 0:53:44,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 1:03:52,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 1:03:54,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 1:03:56,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 1:03:58,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 1:04:00,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 1:13:43,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 1:13:44,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 1:13:44,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 1:13:45,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 1:13:45,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 1:23:42,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 1:23:43,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 1:23:43,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 1:23:43,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 1:23:44,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 1:33:42,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 1:33:43,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 1:33:43,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 1:33:44,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 1:33:45,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 1:43:43,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 1:43:44,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 1:43:44,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 1:43:45,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 1:43:45,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 1:53:43,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 1:53:43,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 1:53:44,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 1:53:45,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 1:53:45,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 2:03:43,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 2:03:43,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 2:03:44,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 2:03:45,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 2:03:45,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 2:13:44,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 2:13:45,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 2:13:45,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 2:13:46,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 2:13:47,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 2:26:57,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 2:26:58,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 2:26:58,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 2:26:59,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 2:27:00,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 2:33:42,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 2:33:43,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 2:33:44,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 2:33:45,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 2:33:45,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 2:43:43,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 2:43:44,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 2:43:45,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 2:43:46,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 2:43:46,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 2:53:42,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 2:53:43,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 2:53:44,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 2:53:44,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 2:53:44,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 3:03:42,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 3:03:43,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 3:03:44,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 3:03:44,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 3:03:45,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 3:13:43,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 3:13:44,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 3:13:45,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 3:13:45,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 3:13:46,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 3:23:43,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 3:23:43,Salt Lake,22.5867,88.4173,26,26,1,haze
11/7/2025 3:23:45,Howrah Bridge,22.585,88.3468,24,24,1,haze
11/7/2025 3:23:45,EM Bypass,22.4989,88.4122,25,25,1,haze
11/7/2025 3:23:46,Airport,22.6394,88.4467,19,19,1,haze
11/7/2025 3:33:43,Esplanade,22.5726,88.3639,23,23,1,haze
11/7/2025 3:33:45,Salt Lake,22.5867,88.4173,26,26,1,haze
