timestamp,location,lat,lon,current_speed,free_flow_speed,confidence
9/6/2025 15:37:54,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 15:37:55,Airport,22.6394,88.4467,19,19,1
9/6/2025 15:42:53,Esplanade,22.5726,88.3639,16,23,0.555573
9/6/2025 15:42:53,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 15:42:54,Howrah Bridge,22.585,88.3468,13,23,1
9/6/2025 15:42:54,EM Bypass,22.4989,88.4122,20,24,0.958179
9/6/2025 15:42:55,Airport,22.6394,88.4467,19,19,1
9/6/2025 15:47:52,Esplanade,22.5726,88.3639,16,23,0.543223
9/6/2025 15:47:53,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 15:47:53,Howrah Bridge,22.585,88.3468,11,24,1
9/6/2025 15:47:54,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 15:47:54,Airport,22.6394,88.4467,19,19,1
9/6/2025 15:52:52,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 15:52:53,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 15:52:53,Howrah Bridge,22.585,88.3468,11,24,1
9/6/2025 15:52:53,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 15:52:54,Airport,22.6394,88.4467,19,19,1
9/6/2025 15:57:52,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 15:57:52,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 15:57:54,Howrah Bridge,22.585,88.3468,13,24,1
9/6/2025 15:57:54,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 15:57:55,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:02:52,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 16:02:53,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 16:02:53,Howrah Bridge,22.585,88.3468,13,24,1
9/6/2025 16:02:53,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 16:02:59,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:07:52,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 16:07:52,Salt Lake,22.5867,88.4173,23,27,0.961623
9/6/2025 16:07:53,Howrah Bridge,22.585,88.3468,12,23,0.999433
9/6/2025 16:07:54,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 16:07:54,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:12:53,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 16:12:53,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 16:12:53,Howrah Bridge,22.585,88.3468,12,23,1
9/6/2025 16:12:54,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 16:12:54,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:17:52,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 16:17:52,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 16:17:53,Howrah Bridge,22.585,88.3468,12,23,0.997062
9/6/2025 16:17:54,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 16:17:54,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:22:53,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 16:22:53,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 16:22:53,Howrah Bridge,22.585,88.3468,13,23,0.998871
9/6/2025 16:22:55,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 16:22:55,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:27:52,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 16:27:52,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 16:27:54,Howrah Bridge,22.585,88.3468,11,22,0.995896
9/6/2025 16:27:55,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 16:27:55,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:32:55,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 16:32:56,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 16:32:57,Howrah Bridge,22.585,88.3468,13,23,0.998883
9/6/2025 16:32:58,EM Bypass,22.4989,88.4122,25,25,1
9/6/2025 16:32:59,Airport,22.6394,88.4467,19,19,1
9/6/2025 16:37:52,Esplanade,22.5726,88.3639,23,23,1
9/6/2025 16:37:53,Salt Lake,22.5867,88.4173,27,27,1
9/6/2025 16:37:54,Howrah Bridge,22.585,88.3468,11,23,0.99852
9/6/2025 16:37:54,EM Bypass,22.4989,88.4122,21,24,0.966046
